Date,Open,High,Low,Close,TR,DM+,DM-,TR14,DM+_14,DM-_14,DI+,DI-,DI+_Sum,DI+_Diff,DX,ADX
2021-09-17,148.8200073,148.8200073,145.7599945,145.246109,,,,,,,,,,,,
2021-09-20,143.8000031,144.8399963,141.2700043,142.1434937,3.976104736,0,4.489990234,,,,,,,,,
2021-09-21,143.9299927,144.6000061,142.7799988,142.6307526,3.330001831,-0.2399902344,0,,,,,,,,,
2021-09-22,144.4499969,146.4299927,143.6999969,145.0372772,3.649993896,1.829986572,0,,,,,,,,,
2021-09-23,146.6499939,147.0800018,145.6399994,146.0118103,3.380004883,0.6500091553,0,,,,,,,,,
2021-09-24,145.6600037,147.4700012,145.5599976,146.1013031,1.910003662,0.3899993896,0,,,,,,,,,
2021-09-27,145.4700012,145.9600067,143.8200073,144.5599365,2.281295776,0,1.739990234,,,,,,,,,
2021-09-28,143.25,144.75,141.6900024,141.1192322,3.059997559,0,2.130004883,,,,,,,,,
2021-09-29,142.4700012,144.4499969,142.0299988,142.0341034,2.759994507,-0.3000030518,0,,,,,,,,,
2021-09-30,143.6600037,144.3800049,141.2799988,140.7115173,3.100006104,0,0.75,,,,,,,,,
2021-10-01,141.8999939,142.9199982,139.1100006,141.8550873,3.809997559,0,2.169998169,,,,,,,,,
2021-10-04,141.7599945,142.2100067,138.2700043,138.3646545,3.940002441,0,0.8399963379,,,,,,,,,
2021-10-05,139.4900055,142.2400055,139.3600006,140.3236694,3.970001221,0.0299987793,0,,,,,,,,,
2021-10-06,139.4700012,142.1499939,138.3699951,141.208725,3.779998779,0,0.9900054932,,,,,,,,,
2021-10-07,143.0599976,144.2200012,142.7200012,142.4915314,5.850006104,2.070007324,0,48.79740906,4.430007935,13.10998535,9.07836711,26.86615049,35.9445176,17.78778338,49.48677731,
2021-10-08,144.0299988,144.1799927,142.5599976,142.1036835,1.619995117,0,0.1600036621,46.93187496,4.113578796,12.33356149,8.764999907,26.27971182,35.04471172,17.51471191,49.978188,
2021-10-11,142.2700043,144.8099976,141.8099976,142.0142212,3,0,0.75,46.57959817,3.81975174,12.20259281,8.200482377,26.19729085,34.39777323,17.99680847,52.31969045,
2021-10-12,143.2299957,143.25,141.0399933,140.7214508,2.210006714,0,0.7700042725,45.46249073,3.54691233,12.10098331,7.801843393,26.61751065,34.41935404,18.81566725,54.66595112,
2021-10-13,141.2400055,141.3999939,139.1999969,140.1248016,2.199996948,0,1.839996338,44.41516691,3.293561449,13.0766237,7.415398112,29.44179794,36.85719605,22.02639983,59.76146367,
2021-10-14,142.1100006,143.8800049,141.5099945,142.9589081,4.680007935,2.480010986,0,45.92266293,5.538318046,12.14257915,12.06009777,26.44136549,38.50146326,14.38126773,37.3525225,
2021-10-15,143.7700043,144.8999939,143.5099945,144.0328979,3.38999939,1.019989014,0,46.03247211,6.162712914,11.27525207,13.38775137,24.49412675,37.88187812,11.10637539,29.31843916,
2021-10-18,143.4499969,146.8399963,143.1600037,145.7333832,3.679992676,1.940002441,0,46.42443106,7.662521575,10.46987692,16.50536453,22.5525153,39.05787983,6.047150776,15.48253721,
2021-10-19,147.0099945,149.1699982,146.5500031,147.9310608,6.009994507,2.330001831,0,49.11839478,9.445200437,9.722028567,19.22945666,19.79305026,39.02250693,0.5635936024,1.444278307,
2021-10-20,148.6999969,149.75,148.1199951,148.4282684,3.199996948,0.5800018311,0,48.80993496,9.350545094,9.027597955,19.15705297,18.49541075,37.65246372,0.6616422223,1.757234871,
2021-10-21,148.8099976,149.6399994,147.8699951,148.6470337,1.770004272,0,0.25,47.0935153,8.682649016,8.63276953,18.43703737,18.33112155,36.76815892,0.1059158258,0.2880639905,
2021-10-22,149.6900024,150.1799927,148.6399994,147.8614502,2.309997559,0.5399932861,0,46.03969034,8.602453086,8.016143135,18.68486305,17.411375,36.09623805,1.273488043,3.528035362,
2021-10-25,148.6799927,149.3699951,147.6199951,147.8117218,1.75,0,1.020004272,44.50114103,7.987992152,8.463565755,17.9500839,19.01876123,36.96884513,1.068677325,2.890751174,
2021-10-26,149.3300018,150.8399963,149.0099945,148.4879608,3.220001221,1.470001221,0,44.54248932,8.887422504,7.859025344,19.95268482,17.64388444,37.59656926,2.308800375,6.140986852,26.02963714
2021-10-27,149.3600006,149.7299957,148.4900055,148.0205688,1.239990234,0,0.5199890137,42.60087317,8.252606611,7.817655404,19.37191892,18.35092763,37.72284655,1.020991295,2.706559522,24.36370302
2021-10-28,149.8200073,153.1699982,149.7200012,151.7198181,4.679992676,3.440002441,0,44.23794634,11.10313715,7.259251447,25.09867223,16.40955797,41.50823019,8.689114263,20.93347325,24.11868661
2021-10-29,147.2200012,149.9400024,146.4100037,148.965271,5.309814453,0,3.309997559,46.38790748,10.31005593,10.05073105,22.22574047,21.66670495,43.89244542,0.5590355239,1.273648617,22.48689818
2021-11-01,148.9900055,149.6999969,147.8000031,148.1299744,3.289993286,-0.2400054932,0,46.3644788,9.333617867,9.332821685,20.13096687,20.12924964,40.26021651,0.001717225394,0.004265315845,20.88099584
2021-11-02,148.6600037,151.5700073,148.6499939,149.1840363,3.770004272,1.870010376,0,46.82273459,10.53694125,8.666191564,22.50389975,18.50851224,41.01241199,3.995387507,9.741898399,20.08534602
2021-11-03,150.3899994,151.9700012,149.8200073,150.6458588,3.320007324,0.3999938965,0,46.79826087,10.18429649,8.047177881,21.76212598,17.19546353,38.95758951,4.566662451,11.72213812,19.48797403
2021-11-04,151.5800018,152.4299927,150.6399994,150.1188202,2.609985352,0.4599914551,0,46.0655133,9.916838194,7.472379461,21.52768412,16.22120091,37.74888503,5.306483219,14.05732438,19.10007048
2021-11-05,151.8899994,152.1999969,150.0599976,150.6565857,2.13999939,0,0.5800018311,44.91511889,9.208492609,7.518639902,20.50198872,16.73966381,37.24165253,3.762324911,10.102465,18.45738437
2021-11-08,151.4100037,151.5700073,150.1600037,149.8200226,1.510009766,0,0,43.21690587,8.550743137,6.981594195,19.78564398,16.15477567,35.94041965,3.630868315,10.102465,17.86060442
2021-11-09,150.1999969,151.4299927,150.0599976,150.1885071,1.369995117,0,0.1000061035,41.49997914,7.93997577,6.582914999,19.13248135,15.86245375,34.9949351,3.270027598,9.34428822,17.25229612
2021-11-10,150.0200043,150.1300049,147.8500061,147.3104095,2.338500977,0,2.209991455,40.8741959,7.372834644,8.32269824,18.03787079,20.36174182,38.39961261,2.323871027,6.051808518,16.45226129
2021-11-11,148.9600067,149.4299927,147.6799927,147.2606201,1.75,0,0.1700134277,39.70461047,6.846203598,7.898233222,17.24284287,19.89248384,37.13532671,2.649640965,7.135095338,15.78674944
2021-11-12,148.4299927,150.3999939,147.4799957,149.3719025,2.919998169,0.9700012207,0,39.78856504,7.327190276,7.334073706,18.41531673,18.43261675,36.84793349,0.01730002125,0.04694977333,14.66247803
2021-11-15,150.3699951,151.8800049,149.4299927,149.3818512,4.400009155,1.480010986,0,41.34653383,8.283830528,6.810211298,20.03512691,16.47105735,36.50618426,3.564069568,9.76292001,14.3125096
2021-11-16,149.9400024,151.4900055,149.3399963,150.3777313,2.150009155,0,0.08999633789,40.54321914,7.692128347,6.413763972,18.97266302,15.81957256,34.79223559,3.153090461,9.062626784,13.93751797
2021-11-17,151,155,150.9900055,152.8574829,5.660003662,3.509994507,0,43.30727858,10.65268512,5.955637974,24.59790932,13.75204854,38.34995787,10.84586078,28.28128473,14.96207274
2021-11-18,153.7100067,158.6699982,153.0500031,157.2194214,7.679992676,3.669998169,0,47.89389422,13.5617772,5.530235262,28.31629674,11.5468482,39.86314493,16.76944854,42.06755028,16.89817828
2021-11-19,157.6499939,161.0200043,156.5299988,159.888382,7.970001221,2.350006104,0,52.44290299,14.94308494,5.135218457,28.49400793,9.792017917,38.28602584,18.70199001,48.84808386,19.18031439
2021-11-22,161.6799927,165.6999969,161,160.3564453,9.169998169,4.679992676,0,57.86697952,18.5557144,4.768417139,32.06615337,8.240307648,40.30646102,23.82584572,59.11172829,22.03255824
2021-11-23,161.1199951,161.8000031,159.0599976,160.7448273,2.740005493,0,1.940002441,56.47362933,17.23030623,6.367818356,30.51035755,11.27573778,41.78609533,19.23461977,46.03114894,23.74674329
2021-11-24,160.75,162.1399994,159.6399994,161.272644,3.080001831,0.3399963379,0,55.5198005,16.33956641,5.912974188,29.43016052,10.65020792,40.08036844,18.77995261,46.85573845,25.3973858
2021-11-26,159.5700073,160.4499969,156.3600006,156.1637878,4.912643433,0,3.279998779,56.46674389,15.17245452,8.770617668,26.86971742,15.53235951,42.40207694,11.33735791,26.73774194,25.49312553
2021-11-29,159.3699951,161.1900024,158.7899933,159.5796661,4.830001831,0.7400054932,0,57.26340688,14.82871326,8.144144977,25.89561829,14.22225016,40.11786845,11.67336813,29.09767786,25.75059355
2021-11-30,159.9900055,165.5200043,159.9199982,164.6188049,6.730010986,4.330001831,0,59.90317451,18.09952129,7.562420336,30.21462792,12.62440663,42.83903455,17.59022129,41.06119914,26.84420824
2021-12-01,167.4799957,170.3000031,164.5299988,164.0909882,10.38000488,4.779998779,0,66.00438122,21.58669712,7.022247455,32.70494583,10.63906263,43.34400846,22.0658832,50.90872761,28.56310248
2021-12-02,158.7400055,164.1999969,157.8000031,163.085144,6.399993896,0,6.729995728,67.68977645,20.04479018,13.25065408,29.61272918,19.57556188,49.18829106,10.0371673,20.4056028,27.98042393
2021-12-03,164.0200043,164.9600067,159.7200012,161.1730652,7.160003662,0.7600097656,0,70.01479608,19.37302922,12.30417879,27.66990737,17.57368367,45.24359104,10.0962237,22.31525718,27.57576916
2021-12-06,164.2899933,167.8800049,164.2799988,164.6387177,8.160003662,2.919998169,0,73.17374288,20.90923959,11.42530887,28.57478484,15.61394624,44.18873108,12.9608386,29.3306422,27.70111723
2021-12-07,169.0800018,171.5800018,168.3399963,170.4745636,7.300003052,3.699996948,0,75.24705001,23.11571942,10.60921538,30.71976831,14.09917782,44.81894612,16.62059049,37.08384942,28.37131239
2021-12-08,172.1300049,175.9600067,170.6999969,174.3585052,7.620010376,4.380004883,0,77.4922711,25.84460149,9.851414284,33.35119893,12.71277012,46.06396905,20.63842881,44.80384396,29.54506465
2021-12-09,174.9100037,176.75,173.9199982,173.8406372,6.050003052,0.7899932861,0,78.00711193,24.78855181,9.147741835,31.77729722,11.72680491,43.50410214,20.05049231,46.08873951,30.72675571
2021-12-10,175.2100067,179.6300049,174.6900024,178.7104797,5.710006714,2.880004883,0,78.14518208,25.89794585,8.494331704,33.1408094,10.86993654,44.01074595,22.27087286,50.6032615,32.14650612
2021-12-13,181.1199951,182.1300049,175.5299988,175.0157776,7.440002441,2.5,0,80.0033858,26.54809258,7.887593725,33.1837113,9.859074896,43.0427862,23.32463641,54.1894205,33.721
2021-12-14,175.25,177.7400055,172.2100067,173.6115875,5.529998779,0,3.319992065,79.81885702,24.65180025,10.64418624,30.8846821,13.33542804,44.22011014,17.54925407,39.6861383,34.14708131
2021-12-15,175.1100006,179.5,172.3099976,178.5611115,7.289993286,1.759994507,0,81.40750338,24.65095188,9.883887222,30.2809334,12.14124842,42.42218183,18.13968498,42.75990577,34.76228306
2021-12-16,179.2799988,181.1399994,170.75,171.5500946,10.38999939,1.63999939,0,85.9826811,24.53016899,9.177895277,28.5291976,10.67412083,39.20331844,17.85507677,45.54480967,35.53246353
2021-12-17,169.9299927,173.4700012,169.6900024,170.4347229,3.779998779,0,1.059997559,83.6210598,22.77801407,9.582328888,27.23956635,11.45922918,38.69879553,15.78033717,40.77733415,35.90709715
2021-12-20,168.2799988,170.5800018,167.4600067,169.0504608,3.119995117,0,2.229995728,80.76812207,21.15101306,11.12787255,26.18732802,13.77755514,39.96488315,12.40977288,31.05169314,35.56028257
2021-12-21,171.5599976,173.1999969,169.1199951,172.2770996,5.739990234,2.619995117,0,80.73896073,22.26022153,10.33302451,27.57060697,12.7980648,40.36867176,14.77254217,36.59407536,35.63412492
2021-12-22,173.0399933,175.8600006,172.1499939,174.9161835,6.740005493,2.660003662,0,81.7118976,23.33020937,9.594951333,28.55178995,11.74241648,40.29420644,16.80937347,41.71660136,36.06858752
2021-12-23,175.8500061,176.8500061,175.2700043,175.5535431,4.700012207,0.9900054932,0,80.57534569,22.65377134,8.909597666,28.115016,11.05747371,39.17248971,17.05754229,43.54469787,36.6025954
2021-12-27,177.0899963,180.4199982,177.0700073,179.5868683,5.149993896,3.569992065,0,79.96995776,24.60563688,8.273197833,30.76860057,10.34538227,41.11398284,20.4232183,49.67462864,37.53631206
2021-12-28,180.1600037,181.3300018,178.5299988,178.5511322,4.259994507,0.9100036621,0,78.51781242,23.75809505,7.682255131,30.25822335,9.784092161,40.04231551,20.47413118,51.13123685,38.50737812
2021-12-29,179.3300018,180.6300049,178.1399994,178.6407776,2.490005493,0,0.3899993896,75.39940274,22.06108826,7.523522011,29.25896951,9.978224942,39.23719445,19.28074457,49.13894797,39.26677597
2021-12-30,179.4700012,180.5700073,178.0899963,177.4656372,2.480010986,0,0.05000305176,72.4937421,20.48529624,7.036130633,28.25802014,9.705845538,37.96386567,18.5521746,48.86798082,39.95257631
2021-12-31,178.0899963,179.2299957,177.2599945,176.8382568,1.970001221,0,0.8300018311,69.28561889,19.0220608,7.363551705,27.45455854,10.62782122,38.08237975,16.82673732,44.18509932,40.25489938
2022-01-03,177.8300018,182.8800049,177.7100067,181.2599182,5.620010376,3.650009155,0,69.95665649,21.31335132,6.837583726,30.4665094,9.774028762,40.24053816,20.69248063,51.42197789,41.05254785
2022-01-04,182.6300049,182.9400024,179.1199951,178.9594421,5.229995728,0.05999755859,0,70.18974818,19.85096664,6.349184888,28.28186047,9.045743934,37.3276044,19.23611653,51.5332201,41.8011673
2022-01-05,179.6100006,180.1699982,174.6399994,174.1991577,5.529998779,0,4.479995728,70.70619352,18.43304045,10.37566741,26.06990921,14.67434024,40.74424945,11.39556897,27.96853328,40.81312201
2022-01-06,172.6999969,175.3000031,171.6399994,171.2911835,3.660003662,0,3,69.31575479,17.11639471,12.63454831,24.69336843,18.22752756,42.92089599,6.465840865,15.0645524,38.97393846
2022-01-07,172.8899994,174.1399994,171.0299988,171.460495,3.11000061,0,0.6100006104,67.47463005,15.89379509,12.34208118,23.55521634,18.29143957,41.84665592,5.263776771,12.57872739,37.08856625
2022-01-10,169.0800018,172.5,168.1699982,171.4804077,4.330001831,0,2.86000061,66.98501545,14.75852401,14.32050457,22.03257536,21.37866875,43.41124411,0.6539066081,1.506306998,34.5469763
2022-01-11,172.3200073,175.1799927,170.8200073,174.3585052,7.009994507,2.679992676,0,69.210366,16.3843364,13.29761138,23.67324051,19.21332331,42.88656381,4.459917197,10.39933443,32.82214474
2022-01-12,176.1199951,177.1799927,174.8200073,174.8066254,6.359985352,2,0,70.62675378,17.21402666,12.347782,24.37323781,17.48315098,41.85638879,6.890086825,16.46125484,31.65350974
2022-01-13,175.7799988,176.6199951,171.7899933,171.4804077,4.830001831,0,3.030014038,70.41198748,15.98445332,14.49581161,22.70132387,20.58713598,43.28845985,2.114187893,4.883952676,29.74139853
2022-01-14,171.3399963,173.7799988,171.0899963,172.3567963,2.690002441,0,0.6999969482,68.07256225,14.84270666,14.16039344,21.80424266,20.80191045,42.60615311,1.002332207,2.352552704,27.7850524
2022-01-18,171.5099945,172.5399933,169.4100037,169.1002655,3.129989624,0,1.679992676,66.340226,13.78251332,14.82892944,20.77549951,22.35284734,43.12834685,1.577347835,3.65733433,26.06164396
2022-01-19,170,171.0800018,165.9400024,165.5449677,5.13999939,0,3.470001221,66.74163781,12.79804809,17.23972142,19.17550798,25.83053395,45.00604194,6.655025972,14.78696123,25.25630948
2022-01-20,166.9799957,169.6799927,164.1799927,163.8320618,5.5,0,1.760009766,67.47437797,11.88390179,17.76832251,17.61246588,26.33343655,43.94590243,8.720970674,19.84478687,24.86977215
2022-01-21,164.4199982,166.3300018,162.3000031,161.7407074,4.029998779,0,1.879989624,66.68477832,11.03505167,18.37914624,16.5480818,27.56123167,44.10931347,11.01314987,24.96785599,24.87677814
2022-01-24,160.0200043,162.3000031,154.6999969,160.9539642,7.600006104,0,7.600006104,69.52158598,10.24683369,24.66635618,14.7390678,35.48014022,50.21920801,20.74107242,41.30107431,26.04994215
2022-01-25,158.9799957,162.7599945,157.0200043,159.1215515,8.059997559,0.4599914551,0,72.61575596,9.974908453,22.9044736,13.73656216,31.54201632,45.27857848,17.80545417,39.32423403,26.99810586
2022-01-26,163.5,164.3899994,157.8200073,159.0319061,7.369995117,1.630004883,0,74.79891137,10.89241988,21.26843977,14.56227059,28.43415684,42.99642743,13.87188624,32.26288106,27.37416123
2022-01-27,162.4499969,163.8399963,158.2799988,158.5638428,6.019989014,0,0,75.476121,10.11438988,19.7492655,13.40078127,26.16624336,39.56702463,12.7654621,32.26288106,27.7233555
2022-01-28,165.7100067,170.3500061,162.8000031,169.6280823,12.07000732,6.510009766,0,82.15497682,15.90194323,18.33860368,19.35603154,22.32196318,41.67799473,2.965931639,7.1163012,26.25142305
2022-01-31,170.1600037,175,169.5099945,174.0597229,12.19999695,4.649993896,0,88.48676114,19.41608404,17.02870342,21.9423604,19.24435158,41.18671198,2.698008821,6.550677854,24.84422697
2022-02-01,174.0099945,174.8399963,172.3099976,173.8904419,5.330001831,-0.1600036621,0,87.49628003,17.86921723,15.81236746,20.4228308,18.07204541,38.49487621,2.350785394,6.106748808,23.50583567
2022-02-02,174.75,175.8800049,173.3300018,175.1153564,3.570007324,1.040008545,0,84.81655307,17.63285312,14.68291264,20.78940075,17.31137627,38.10077701,3.478024476,9.128486999,22.47888219
2022-02-03,174.4799957,176.2400055,172.1199951,172.1874695,4.120010376,0,1.210006714,82.87823823,16.37336361,14.84413988,19.75592623,17.91078116,37.6667074,1.845145071,4.898609936,21.22314846
2022-02-04,171.6799927,174.1000061,170.6799927,171.8983154,3.420013428,0,1.440002441,80.3783775,15.20383764,15.22384662,18.91533284,18.94022633,37.85555917,0.02489348575,0.06575912836,19.71190637
2022-02-07,172.8600006,173.9499969,170.9499969,171.1703949,3.270004272,-0.1500091553,0,77.90706909,13.96784008,14.136429,17.9288481,18.14524557,36.07409367,0.2163974647,0.599869443,18.34676087
2022-02-08,171.7299957,175.3500061,171.4299927,174.3313599,4.400009155,1.400009155,0,76.7422876,14.37014637,13.12668407,18.72519939,17.10489025,35.83008965,1.620309138,4.5222023,17.3592924
2022-02-09,176.0500031,176.6499939,174.8999939,175.7772064,5.220001221,1.299987793,0,76.48069685,14.64369514,12.18906378,19.14691647,15.93743818,35.08435465,3.209478283,9.147890322,16.77276368
2022-02-10,174.1399994,175.4799957,171.5500031,171.6290741,4.227203369,0,3.349990845,75.2449933,13.59771691,14.66840721,18.07125806,19.49419698,37.56545504,1.422938926,3.78789216,15.84527286
2022-02-11,172.3300018,173.0800018,168.0399933,168.1590118,5.040008545,0,3.510009766,74.91035946,12.62645142,17.13067361,16.85541427,22.86823041,39.72364468,6.012816143,15.13661748,15.79465462
2022-02-14,167.3699951,169.5800018,166.5599976,168.3983307,3.020004272,0,1.479995728,72.57962377,11.72456203,17.38704979,16.15406835,23.95582794,40.10989629,7.80175959,19.45095927,16.05581924
2022-02-15,170.9700012,172.9499969,170.25,172.2971649,6.38999939,3.369995117,0,73.78536432,14.25708843,16.14511766,19.32237994,21.88119258,41.20357252,2.558812641,6.210171801,15.3525587
2022-02-16,171.8500061,173.3399963,170.0500031,172.0578613,3.289993286,0.3899993896,0,71.80497444,13.62872436,14.99189497,18.98019527,20.87863005,39.85882532,1.898434781,4.762896964,14.59615429
2022-02-17,171.0299988,171.9100037,168.4700012,168.3983307,3.587860107,0,1.580001831,70.2639078,12.65524405,15.50104716,18.01101653,22.06117998,40.07219651,4.050163448,10.10716607,14.27551228
2022-02-18,169.8200073,170.5399933,166.1900024,166.8228302,4.349990845,0,2.279998779,69.59504809,11.75129805,16.67382829,16.88525027,23.95835443,40.8436047,7.073104157,17.31753162,14.49279937
2022-02-22,164.9799957,166.6900024,162.1499939,163.8513336,4.672836304,0,4.040008545,69.29680953,10.91191962,19.5228491,15.7466407,28.17279645,43.91943716,12.42615575,28.29306693,15.47853277
2022-02-23,165.5399933,166.1499939,159.75,159.6134644,6.399993896,0,2.399993896,70.74703132,10.13249679,20.52835377,14.32215119,29.01655856,43.33870975,14.69440737,33.90596411,16.79477787
2022-02-24,152.5800018,162.8500061,152,162.2758484,10.8500061,0,7.75,76.54367804,9.408747015,26.81204279,12.29199753,35.0284223,47.32041983,22.73642477,48.04780864,19.02713721
2022-02-25,163.8399963,165.1199951,160.8699951,164.3798218,13.11999512,2.269989014,0,84.19626759,11.00668267,24.89689688,13.07264916,29.57007192,42.64272108,16.49742275,38.68754698,20.43145219
2022-02-28,163.0599976,165.4199982,162.4299927,164.6490479,4.550003052,0.3000030518,0,82.73225152,10.5204941,23.1185471,12.71631547,27.94381474,40.66013022,15.22749927,37.45068987,21.64711203
2022-03-01,164.6999969,166.6000061,161.9700012,162.7345123,4.630004883,1.180007935,0,81.45280987,10.94903817,21.46722231,13.44218596,26.35541038,39.79759634,12.91322442,32.44724708,22.41855024
2022-03-02,164.3899994,167.3600006,162.9499969,166.0849457,5.38999939,0.7599945068,0,81.02475141,10.92695852,19.93384928,13.48595131,24.60217271,38.08812403,11.1162214,29.18553142,22.90190604
2022-03-03,168.4700012,168.9100037,165.5500031,165.7558746,5.960006714,1.550003052,0,81.19727588,11.69646454,18.51000291,14.40499624,22.79633486,37.2013311,8.391338617,22.55655475,22.87723809
2022-03-04,164.4900055,165.5500031,162.1000061,162.7046051,3.65586853,0,3.449996948,79.05333899,10.86100279,20.63785679,13.73882865,26.10624302,39.84507167,12.36741437,31.03875548,23.46020362
2022-03-07,163.3600006,165.0200043,159.0399933,158.8456573,5.980010986,0,3.060012817,79.38668291,10.08521687,22.22373698,12.7039152,27.99428842,40.69820361,15.29037322,37.57014282,24.46805642
2022-03-08,158.8200073,162.8800049,155.8000031,156.9909515,7.080001831,0,3.239990234,80.79620739,9.364844239,23.87631743,11.59069781,29.5512849,41.1419827,17.96058709,43.65513256,25.83856186
2022-03-09,161.4799957,163.4100037,159.4100037,162.4852295,7.61000061,0.5299987793,0,82.63505033,9.225925573,22.17086618,11.16466383,26.82985742,37.99452125,15.6651936,41.23013814,26.93796016
2022-03-10,160.1999969,160.3899994,155.9799957,158.0678864,6.505233765,0,3.430007935,83.2377805,8.566930889,24.01724082,10.29211836,28.8537737,39.14589206,18.56165534,47.41661095,28.40072093
2022-03-11,158.9299927,159.2799988,154.5,154.288681,4.779998779,0,1.479995728,82.07222353,7.955007254,23.78171935,9.692691281,28.97657493,38.66926621,19.28388365,49.86876023,29.93415231
2022-03-14,151.4499969,154.1199951,150.1000061,150.1903992,4.188674927,0,4.399993896,80.39859677,7.38679245,26.483019,9.187713153,32.93965326,42.12736641,23.75194011,56.38126028,31.82323145
2022-03-15,150.8999939,155.5700073,150.3800049,154.647644,5.470001221,1.450012207,0,80.12584108,8.309176625,24.59137479,10.37015838,30.69094122,41.0610996,20.32078284,49.48913457,33.08508168
2022-03-16,157.0500031,160,154.4600067,159.1348114,9.619995117,4.429992676,0,84.02256184,12.14565668,22.83484802,14.45523252,27.17704331,41.63227583,12.72181079,30.55756749,32.90454495
2022-03-17,158.6100006,161,157.6300049,160.1618805,6.539993286,1,0,84.56094356,12.27810978,21.20378745,14.51983535,25.07515474,39.59499009,10.55531938,26.65821954,32.45837885
2022-03-18,160.5099945,164.4799957,159.7599945,163.5122833,6.849990845,3.479995728,0,85.37086701,14.88109767,19.6892312,17.43111929,23.06317353,40.49429281,5.63205424,13.90826669,31.13337084
2022-03-21,163.5099945,166.3500061,163.0099945,164.9083099,6.590011597,1.870010376,0,85.86295953,15.68817249,18.28285754,18.27117604,21.29306705,39.56424309,3.021891003,7.637934576,29.45512539
2022-03-22,165.5099945,169.4199982,164.9100037,168.338501,6.410003662,3.069992065,0,86.13989466,17.63758081,16.97693915,20.47550775,19.70856734,40.18407509,0.7669404116,1.908568033,27.48751415
